-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  Bin Id                       Marker lineage          # genomes   # markers   # marker sets    0     1    2    3    4   5+   Completeness   Contamination   Strain heterogeneity  
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
  3733.job1.output.25    p__Bacteroidetes (UID2605)       350         314           208         0    314   0    0    0   0       100.00           0.00               0.00          
  3733.job1.output.4        k__Bacteria (UID203)          5449        104            58         1     22   11   68   2   0       99.66           181.65             37.89          
  3733.job1.output.20    p__Bacteroidetes (UID2605)       350         314           208         2    303   8    1    0   0       99.04            3.12               0.00          
  3733.job1.output.11    o__Bacteroidales (UID2621)       198         427           260         3    422   2    0    0   0       99.04            0.51               0.00          
  3733.job1.output.16    o__Clostridiales (UID1212)       172         263           149         3    260   0    0    0   0       97.99            0.00               0.00          
  3733.job1.output.53   f__Lachnospiraceae (UID1286)       57         420           207         8    403   9    0    0   0       97.26            3.21               0.00          
  3733.job1.output.44    o__Clostridiales (UID1212)       172         263           149         12   251   0    0    0   0       96.89            0.00               0.00          
  3733.job1.output.51   p__Proteobacteria (UID3887)       1487        256           160         23   231   1    1    0   0       96.88            0.83               0.00          
  3733.job1.output.12    o__Bacteroidales (UID2617)       213         406           265         12   391   3    0    0   0       96.48            0.78              66.67          
  3733.job1.output.22    o__Bacteroidales (UID2657)       160         492           269         21   467   4    0    0   0       96.19            1.21               0.00          
  3733.job1.output.2     p__Bacteroidetes (UID2605)       350         316           210         9    307   0    0    0   0       95.95            0.00               0.00          
  3733.job1.output.19    o__Bacteroidales (UID2617)       213         406           265         14   392   0    0    0   0       95.47            0.00               0.00          
  3733.job1.output.1       k__Bacteria (UID2569)          434         278           186         11   255   12   0    0   0       94.89            4.03              50.00          
  3733.job1.output.24      k__Bacteria (UID2982)           88         229           147         11   218   0    0    0   0       93.20            0.00               0.00          
  3733.job1.output.48    o__Bacteroidales (UID2654)       163         486           266         25   396   64   0    1   0       92.61           17.62              17.14          
  3733.job1.output.14    o__Bacteroidales (UID2617)       213         406           265         32   374   0    0    0   0       92.45            0.00               0.00          
